odia_word,desia_word,desia_sentence
ହଠାତ୍‌ , ଧାପେ ,  ଆମ୍‌ ଟଟା ଯାଗବା କାଜେ ମାଗ୍‌ କରବାଯେ |
ଗେଲ୍‌ , ଲାଡ଼ ,  ଚୋର୍‌ କାତା ମୋକେ ଡଉଲ୍‌ ଲାଗଲୀ ।
କୋଟ , କାମିଜ୍‌ , ମୁଇ ଗାଲା ବେଲେ ବାର୍ତେ ରେଲା |
କଳା , କାଲିଆ ,  ଆମର୍‌ ଖୁଆଡ଼ ଭିତରେ ତେମୁ ଗଛ୍‌ ମନ୍‌ ଆଚେ |
ମେଘ , ମେଘ୍‌ , ଯାତ୍ରା ଥାନେ ବେଶି ଲୋକ୍‌ ଜମା ହେଇ ରେଲାଯେ |
ବିଜୁଳି , ବିଜ୍‌ , ଆମର୍‌ ଘର୍‌ ଲଗେ ଲଗେ ଗଛ୍‌ ମନ୍‌ ଆଟେ |
ଗରା , ପାଣ୍ଡରା , ମୋର୍‌ କାଜେ ସେ ବେଶି ହର୍ବର୍‌ ହେଲା |
ଡେଇଲା , ଡେଗାଇଲା ,  ତାକେ ଗଟେକ୍‌ ବାଟ୍‌ ଦେକାଇ ଦିଆସ୍‌।
ଭାଡ଼ି , ମାଗ ,  ଘାସ୍‌ ଲାଟାକେ ଗାୟ ଖାଇସି।
କଥା , କାତା ,  ପାନିକେ ଉକଲାଇ କରି ପିଇବାର୍‌ ।
ଫେରୁଥିଲା ,  ବାରତେ ରେଲା , ସବୁ ଲୋକ ଡାବୁ ସଙ୍ଗାଇବାର୍‌ |
ହତା , ଗୁଆଡ୍‌ , ଆମ୍‌ ମନ୍‌ କାଚା ଆଟେ |
ବହୁଲୋକ , ବେଶିଲୋକ , କୁଲି ବୃତି କରି ବଞ୍ଚବାର ଆଚେ |
ଆଖପାଖ , ଲଗେଲଗେ , ମୋକେ ସାନ୍‌ ଦାଦା ଆଚୋ
କଷଣ , ହରବର , ଖଡ଼ିକିଆ ସଙ୍ଗେ ଖାଲି ସିଲାୟ ବାର ହେୟସି |
ଉପାୟ , ବାଟ , କଷିଜାମ୍‌ ଖାଇଲେ ବନ୍ଦାଡ଼ ଛାଡ଼ସି |
ଘାସବୁଦା , ଘୀସ ଲାଟା ,  ଏବେ ଉଦ୍ଉଦିଆ ବେଲା |
ଫୁଟାଇ ,  ଉକଲଇ , ଆଜି ବେଶି ଖରା ହେଲାନି |
ସଞ୍ଚୟ , ସଙ୍ଗାରବାର , ହାତୀ ବେଶୀ କାଲିଆ ରେଯସି |
କାଞ୍ଚା , କାଚା ,  ଆମର୍‌ ବେଡ଼ାୟେ ପାନି କୁମଡ଼ା ଫଲ୍ଲା ଆଚେ |
ବଞ୍ଚୁବା , ଚବଞ୍ଚୁବାଟା ,  ଗୀୟେ ବେରନ ବସଲା ଆଚତ୍‌ |
କକା , ଦାଦା , ଇସ୍କୁଲେ କାଗଜ ମନ୍‌ ଡସାଇ ଲାଯନି |
ଖଡ଼ିକା , ଖଡିକିଆ ,  ତୁଇ ମକେ ଚାକାଏ କରି ବାତ ଦେଲିସ୍‌|
ପିଜୁଳି , ଜାମ୍‌ , ଆମର ମନ୍‌ ସାରଦା କରବାକେ ଇସୁଲେ ମେଜିକ୍‌ ହେଲାନି
ଉଦ ଉଦିଆ , ଉଦ୍‌ ଉଦିଆ , ଗୁଡ଼ା ଭିତରେ ଶୁଆ ଗଡ଼ର୍‌ ଆଟେ |
ଖରା , ଖାରା ,  ଟଟ୍‌ରା ଲଗେ ଚିପ୍ଲେ ମର୍‌ ବାର୍‌ ହେୟସି |
ଏଁରାବତ , ହାତୀ ,  ସଂଜ ହେଲେ ସରି ହୁଣ୍ାାର ତୁର୍କା ବାରବାୟେ
ପାଣି କଖାରୁ , ପାନି କୁମଡ଼ା , ବାପ୍ଡ଼ାକେ ବଡ଼େ କରମ୍‌ ଲାଗଲା ନି |
ବୈଠକ , ବେରନ ,  ତୁଇ ସଲଖେ ଦେଖ୍‌ |
ଲଗାଇବା , ଡସାଇବା ,  ଆଟା ଝୁଲାଇ କରି ଡେମ୍୍‌ସା ନାଚ୍ବାୟେ |
ଖାଲି , ଛୁଗୟ ,  ଶୁଆକେ ବଡ଼େଟା ଚଣି ହେୟସି |
ମନୋରଞ୍ଜନ , ମନସାରଦା , ଗୁଲାପି ଗଚେ କାଟା ରେୟସି |
ପିଞ୍ଜରା , ଗୁଡ଼ା , ଗାଗଡ଼କେ ସବୁବେଲେ ପରଚଲ କରବାର |
ତଣ୍ଢି , ଟଟରା ,  ଆୟ ଗଟ୍‌ ପୁଡ଼ା ପାକଡ଼ି ଧେରଲା ଆଟଚେ।
ଗଧ୍ଵଆ , ହୁଣ୍ଡାର /ଡୁରକା , ଟାଙ୍ଗିଆ ଢେଟ୍‌ ଗୁସ୍ଳି ଗାଲା |
ବିଚରା , ବାପଡ଼ା , ଆମରତି ଲାନ୍ତର୍‌ ପଟେକ୍‌ ଆଟେ ।
ସଳଖି , ସଲଖେ ,  ବାଦ୍ଲେ ଚାରା ମନ୍‌ ଦିଶବାୟେ |
ଅଣ୍ଟା , ଆଗଟାଁ , ତାଙ୍କରତି ବେଶି କୁଟୁମ୍‌ ଆଚତ୍‌ |
ଥଣ୍ଡ , ଚଣ୍ଡି , କାଲି ସଂଜି ଦେଲେ ବେଶି ପାନି ପବନ୍‌ ହେଲା।
କଣ୍ଟା , କାଟା , ଆୟ ମାଡ଼କେ ସମାଲି ନପାରଲା।
ସଫା , ପରଚଲ ,  ଚୋର୍‌ ସଙ୍ଗେ ମୁଇମିଶା ଆରବି।
ଗାଣ୍ଡିଆ , ପୁଡ଼ା , ରୟବାର୍‌ ଦିନେ ଇସ୍କୁଲ ଛୁଟି ରେଯସି।
ବେଣ୍ଟ , ଢେଟ୍‌ ,  ଜର୍‌ ହେଲେ ଓ ଷ୍‌ ଖାଇଲେ ସରି ଜର୍‌ ଛାଡ଼ସି |
ଲଣ୍ଠନ , ଲାନ୍ତର , ଯେତିକି ଦୁଃଖ୍‌ ହେଲେ ମିଶା ସାହାସ୍‌ ରେବାର୍‌।
ଆକାଶେ ,  ବାଦଲେ , ତୁଇ ଏନି କାତା ମୋକେ ନାକ।
ପରିବାର ,  କୁଟୁମ , ପେଡ଼ି ଥାନେ ଲୁଗା ପଟା ମନ୍‌ ସଫ୍ଘାଇବାର୍‌।
ଝଡତୋଫାନ୍‌ , ପାନିପବନ ,  ତାକଂର୍‌ ପିଲା ବେଶି ଚୂଲଚୁଲିଆଟା |
ସହିପାରିବା , ସମାଳିନାପାରବାଟା , ବାଟେ ହିଣ୍ିଠି ଯିବା ଲୋକକେ ବାଟୋଇ କଇ ବାଯେ।
ସାଙ୍ଗରେ ,  ସସେ , ଜିନିଷ ପତର ମନ୍‌କେ ଠିକ୍‌ ଭାବେ ବାୟବାର୍‌।|
ରବିବାର , ରୟବାର , ପେଜି ବେଲାୟେ ଆମର୍‌ ଘରେ ଗତିଆଲୋକ୍‌ ଆୟଲାଯ।
ଓଷଧ , ଓଷ୍‌ ,  ଆଡବେଲା ମୁଇଁ ଜୟପୁର ଜାଇରେଲି।
ଦୁଃସାହାସ , ଭାରଷା , ବର ଗଚର୍‌ ବୁନ୍ଦ ବେଶି ବାଡ଼ ରେଯସି।
ଏମିତି , ଏକ୍ତ , ଆୟ କୁକଡ଼ା ତାକେ ଉଟିଗାଲା।
ମାକସି , ପେଡ଼ି ,  ଆମର୍‌ ଗୀ ଲଗେ ମାପୁ ଘର୍‌ ଗଟେକ୍‌ ଆଚେ |
କୌତୁହଳ ,  ଚୁଲଚୁଲିଆ ,  ଖେଲଲଗେ ଜିତ କାଜେ ପୁରସ୍କାର ମିଲ୍‌ଲା ।
ପଥ୍ୁକ , ବାଟୋଇ , ମାପ୍ତ ଘରେ ଉଗ ମିଲ୍ଶି
ବ୍ୟବହାର , ବାଇବାଟା , ବନେ ବେଶି ଗଛ୍‌ପତର୍‌ ରେୟସି
ମଧ୍ୟାହ୍ନ , ପେଜବେଲା , ସେମି ମାଲ ବେଶି ଲମ୍‌ ଲମ୍‌ ରେଯସି
ଅପରାହ୍ନ , ଆଡ଼ବେଲା ,  ପୁରବ୍‌ ଦିଗେ ବେଲ୍‌ ଉଦ୍ସି |
ମୂଳ , ବୁନ୍ଦ ,  ସାକାଲ୍‌ ପାଇଲେ କାଉ ତାକ୍ସି |
ବଡ଼ିଭୋର ,  କୁକୁଡ଼ା ତାକେ ,  ଗଛ୍ଲଗେ କାଉ ବସ୍ଲା ଆଚେ |
ଠାକୁର , ମାପ୍ଛ ,  ଡକରି କୁଇଁସାଲ୍‌ ଥାନୁ ପାନି ତୂମଲାନି |
ଉପହାର , ପୁରସ୍କାର ,  ଡର୍‌ ଥାନେ ବାଲ୍ଟି ବାନ୍ଦିକରି ପାନି ତୁମ୍‌ ବାର୍‌ ।
ପ୍ରସାଦ , ଉଗ , ହାଣି ଲଗେ ତକ୍ରି ଗଟେକ୍‌ ପାନି ଆନ୍ଲାନି |
ଗଛଲତା , ଗଛପତର , ନିମାନ୍‌ ପାନି ।
ଲତା , ମାଲ୍‌ , ଭିଙ୍କ କାଲିଆ ବାଦଲ୍‌ ଆଇଲାନି |
ସୂର୍ଯ୍ୟ , ବେଲ୍‌ ,  ପଶିମ ଦିଗେ ବେଲ୍‌ ବୁଡସି |
କାଉ , କାଉ , ଗାଇ ଗରୁ ମନ୍‌କେ ତଙ୍କର ବାଟେ ଚରାୟ ବାକେ ଗାଲାଆଚେ।
ଗଛ ,  ଗଛ୍‌ ,  ମଦ୍ନ ଭୂତେକ୍‌ ଗୋରୁ ସଙ୍ଗାଇଲା ଆଟେ |
କୁଅ , କୁଇଁସାଲ୍‌ , ଶୁକ କୁଇସାଲେ ହାଣି ଧେରି କରି ଗାଲା ଆଚେ |
ଦଉଡ଼ି , ଡର , ତୁଲସି ଚଉଁରା କେ ମାପରୁ କର୍‌ବାର।
ମାଠିଆ , ହାଣ୍ଡି ,  କଦଲି ଗଛ୍‌ ଲଗେ କଦଲି ଫଲ୍ଲା ଆଟେ |
ପାଣି , ପାନି ,  ମଣ୍ଡପ୍‌ ଲକ୍ମନ୍‌ ବସି କରି କାତା ବାଭାଁ ହେବାଯେ |
ମେଘ , ମେବାଦଲ୍‌ ,  ଆଯ ଶୁକୁକେ ପାକ୍ନା ଗଟେକ୍‌ ବେଟି ଆନ୍‌ବାକେ କୟଲା |
ସୂର୍ଯ୍ୟ , ବେଲ୍‌ , ପିଲାମନ୍‌ ଟୁଟି୍‌ ବାଡ଼ନି ଧେରି କରି ଇସ୍କୂଲକେ ବାଡ଼ାନ୍‌ ବାୟଯେ।
ଘାସ , ଘାସ୍‌ , ଗାଅଁର ଷଣ୍ଡ ବାଡ଼େ ପୁରାୟବାୟେ।|
ଗାଉ , ଗରୁ ,  ଖଟଲଗେ ଶୟଲେ ଲସମ୍‌ ନାଧେରସି ଆମକେ |
ମାଠିଆ , ହାଣ୍ଡି , ମୁନା ଧେରିକରି ଶୁକୁିି ପାଠ୍‌ ପଡ଼ିବାକେ ଇସ୍‌କୁଲେ ଗାଲାନି|
ତୁଳସିକୁଣ୍ଡ , ତୁଲସିଚଉଁରା ,  ମୋକେ କାଲିଆ ବୁଟ୍‌ ଗଟେକ୍‌ ଆଟେ |
କଦଳୀ ଗଛ , କଦଲି ଗଛ ,  ଘରର୍‌ ପିଣାୟେ ଡକରି ଗଟେକ୍‌ ବସ୍‌ଲା ଆଚେ |
ମଣ୍ଡପ , ମଣ୍ତପ ,  ସଡ଼କ୍‌ ବାଟେ ଗାଡ଼ି ମନ୍‌ ଗାଲାନି |
ପଥର , ପାକ୍ନା ,  ଡକ୍ରା ଗଟେକ୍‌ ବାଟେ ବସିରେଲା |
ଛାଞ୍ଚୁଣୀ , ବାଡନୀ ,  ବର୍ଗଛେ ଚେତେମନ୍‌ ବସ୍ଲା ଆଚତ୍‌ |
ଷଣ୍‌ , ଷଣ୍‌ ,  ମାଇଜି ଗଟେକ୍‌ ବରିଙ୍ଗ ଥାନେ ପାନି ମାର୍ଲାନି |
ଖଟ , ଖଟ୍‌ ,  ହାୟ୍‌ ମାନାୟ ଗଚେକ୍‌ ସାକାଲ ସାକଲ୍‌ କ୍ଷୀର ପିଲଲାନି |
ବେଗ୍‌ , ମୁନା ,  ଆୟ ଚୁଲି ଥାନେ ଗରମ୍‌ କଲାନି |
ବୁଟ , ବୁଟ ,  ହାୟ ମାନାୟ ଗାଟେକ୍‌ ଟାଙ୍କିଆ ତାନେ ଦାରୁ ଫୁଟାଲାନି|
ଘରପିଣ୍ଡା , ଘରର ପିଣ୍ଡା ,  ଆୟ ଶାବଲ୍‌ ଥାନେ ଖଦ୍ରା ଖଡ଼ଲାନି |
ରାସ୍ତା , ସଡ଼କ୍‌ ,  ରାମ ଚଢୁଆ ଲଗେ ଭାତ୍‌ ଖାୟଲାନି |
ବୁଢା , ଡକରା ,  ଗିଲାସ୍‌ ଥାନେ ପାନି ଖାୟବାର |
ବରଗଛ , ବର୍ଗଛ୍‌ ,  ଚାଟୁ ଥାନେ ଭାତ୍‌ ବାଟା କରବାୟ ହେସି |
ନଳକୂଅଁ , ବରିଙ୍ଗ ,  ଆନ୍ଦାର ବେଲା କୂପୀ ଲାଗୟଲେ ଘର ଉଜଲ୍‌ ଦିଶସି |
କ୍ଷୀର , କ୍ଷୀର ,  ରେଲଗାଡ଼ି ଆବେ ଜୁର ଗୀକେ ଯିବାର୍‌ ବସିକରି |
ଚୁଲି , ଚୁଲି ,  ସୁଟେର ଲଗେ ଦୁଇଟା ଚକା ରେଇସି |
ଟାଙ୍ଗିଆ , ଟାଙ୍ଗିଆ , ସାଇକେଲ୍‌ ଲଗେ ଦୁଇଟା ଚକା ରେଇସି ଆରି ଆମେ ଚାଲାୟଲେ ଆକା ଗତସି |
ଶାବଳ , ଶାବଲ ,  ମଟର ଗାଡ଼ି ଲଗେ ପେଟ୍ରାଲ୍‌ ପାକାୟଲେ ଚାଲସି।
ଥାଳି , ଚଡୁଆ , ବେନ୍‌ ଲଗେ ଜିନିଷ ପତର୍‌ ନେବା ଆନବା କରବାୟ |
ଗ୍ନସ୍‌ , ପିଲାସ୍‌ ,  ଅଟ ଲଗେ ବସିକରି ପାକ୍ର ପାକ୍‌ର ଗାଉଁ ଯିବାର |
ଚାଟୁ , ଚାଟୁ , ଉହାଯାହାଜ ଆକାଶେ ଉଡ୍‌ସି।
ଦୀପ , କୂପି , ଲଗେ ମିଶା ଆକାଶେଉଡ଼ି କରି ଯିବାର୍‌ ହେସି।
ରେଳଗାଡ଼ି , ରେଲଗାଡ଼ି ,  ଜିପ୍‌ ଲଗେ ଗାର୍ୟ ଯିବାର ଆଚେ |
ସ୍କୁଟର , ସ୍କୁଟେର , ପାନି ଝାଜ ଲଗେ ପାନି ଭିତରେ ଯିବାର ହେସି |
ସାଇକେଲ୍‌ , ସାଇକେଲ୍‌ ,  ଟକି ମନ୍‌ କାମ୍‌ କର୍ଲାୟନି |
ମଟର , ମଟର ,  ପିଲାମନ୍‌ ହଲ୍‌ ଧେରିକରି ବେଡାକେ ଗାଲାଯନୀ |
ଭେନ୍‌ , ବେନ୍‌ ,  ତଲି ଲଗେ ମାଛ୍‌ ଶୁକାୟ କରି ନିମାନ୍‌ କରି ସଙ୍ଗାୟବାର୍‌ |
ଅଟୋ , ଅଟ , ପୁତ୍ଲା ଧେରିକରି ପିଲାଟକି ମନ୍‌ ଖେଲବାଯ |
ଉତଡାଯାହାଜ , ଉଡାଯାହାଜ ,  କୁକୁର୍‌କେ ଘରେ ରଖ୍‌ କରି ପସ୍ବାର୍‌ |
ହେଲିକେପ୍ଟର , ହେଲିକେପଟର ,  ବେଟ୍‌ ସଙ୍ଗେ ବଲ୍‌କେ ମାରି କରି ଉଦ୍ଲାୟବାର୍‌ |
କମାଣ୍ଡର , ଜିପ୍‌ ,  କାଉ ଗଟେକ୍‌ ଚେତେ |
ପାଣି ଜାହାଜ , ପାନି ଝାଜ ,  ଫୁଲକେ ମାମୁ କର୍ବାର୍‌|
ଝିଅ , ଟକି ,"  ଅଗଷ୍ଟ ପନ୍ଦର୍‌ ଦିନେ, ନୀଲିଆ, ରଙ୍ଗ ଆରି ଧବଲା ରଙ୍ଗର ପତ୍କା ଉଡ଼ାୟବାର |"
ପୁଅ , ପିଲା , ଚାଷୀ ଚାଷ୍‌ କାମ୍‌ କରିଷି।
ଝୁଲଣା , ଡଲି ,  ଆମର ଗଟେକ୍‌ ବଡଟା ଘର ଆଚେ |
କଣ୍ଢେଇ , ପୁତଲା , ପିଲାମନ୍‌ ଗଲାନି ।
କୂକୂର , କୁକୁର , ନାଡ଼ିଆକେ ମାପୁଘରେ ନେଇଁ କରି ଫୂଟାୟବାର୍‌ |
ବେଟ୍‌ , ବେଟ୍‌ , ଡଙ୍ଗର ଡଙ୍କରେ ଧାନ୍‌ ମାଣିଆ ଚାଷ୍‌ କର୍ବାର |
ଚଢେଇ , ଚେଡେ ,  ଡକ୍ରା ଗଚେକ୍‌ ତାଙ୍କ ଧେରି ଧେରି ଚାଲଲାନି |
ଫୁଲ୍‌ , ଫୁଲ୍‌ ,  କୁଇଁସାଲର୍‌ ପାନି କାକ୍ର ରେସି |
ପତାକା , ଜେଣ୍ଡା ,  ଚେତେମନ୍‌ କିର୍କାର୍‌ ହେଲାୟନି |
କୃଷକ , ଚାଷି , ରେଡ଼ିଓକେ ଜବର୍‌ ସାଉଣ ଦେଲା ଆଚେ |
ଘର , ଘର , ପିଲାମନ୍‌ ଗାୟ୍‌ ଚାରୟଲାନୀ |
ବାଳକ , ପିଲା ,  କୁକୁର୍‌ ଘର୍‌ ଜାଗଲାନୀ |
ନଡ଼ିଆ , ନାଡ଼ିଆ , ଦାଣ୍ଡେ ବସି କରି ଖେଲବାର |
ପାହାଡ଼ , ପର୍ବତ୍‌ , ନାଜାନ୍ବାଟା ପଚାର୍‌ବାର୍‌।
ବୁଢ଼ା , ଡକରା , ଲୋକ୍‌ ମନ୍‌କେ ଚିନିକରି କାତା ହେବାର୍‌ ।
କୂଅ , କୁଇଁ ସାଲ୍‌ , ସାକାଲ୍‌ ପାଇଲା କାଉ ରାବସି ଏଚେ |
କଚିରି ମିଚିରି , କିର୍‌ କାର୍‌ ,  ମକେ ପାଟ୍‌ ପଡଲା ବେଲେ ଜୁମ୍ରା ଆଇଶି ଆଚେ |
ଶବ୍ଦ , ସାଉଣ୍ଡ ,  ଆଜିକାଲି ଟକି ଆରି ପିଲା ପାଠ୍ପଢଲେ ସମାନ୍‌ ଆକା |
ପିଲେ , ପିଲା , ଆଜିର ଶାଗ୍‌ ଅମୃତ ପାରା ଲାଗଲାନି |
ଜଗୁଥାଏ , ଜାଗଲାନୀ , ଭାତ୍‌ ଖାୟଲା ବେଲେ ହାତକେ ଭଲକରି ଚାବି କରି
ଦୁଆରେ , ଦାଣ୍ଡେ , ତାଙ୍କର ଘର ମାଛ୍‌ ଶାଗ୍‌ ଆଦିକି ସୁଆଦ୍‌ ଆଟେ |
ଅଜଣା , ନାଜାନ୍‌ ବାଟା ,  ମୋର ମାକେ କାଚାପତରିଆ ପାଚିଆ ଆଚେ |
ଲୋକଙ୍କୁ , ଲୋକମନକେ ,  ବଡ଼େ ଆଦର୍‌ରେ କୁକଡ଼ା ତାକ୍ସି ଆଟଚେ।
ରାବଇ , ରାବସି ,  ସରଗେ ଜନ୍‌ ଦିଶସି।
ନିଦ , ଜୁମରା ,  କୁମା କମନେ ପଟେ ରେଇସି।
ସମାନ , ସମାନ ,  ମଜୁର କମନେ ଗଟେ ରେଇସି।
ଅମୃତ , ଅମୃତ୍‌ ,  ଗାଞ୍ା କୂକୁଡ଼ାକେ ଗାଲିକେ ନେବାଏ।
ଖାଇବା , ଖାୟବାଟା , ରୁପୁକାତା କୟସି |
ଅଧୁକ ମଧୁର ,  ଅଦିକ୍‌ ସୁଆଦ୍‌ , କାଉ ଡାକିକରି ସାକାଲ୍‌ ପାୟବାଟା କଯସି।
ଶାଗୁଆ ,  କଚାପତରିଆ , ହଁସ୍ମନ୍‌ ପାନି ଲଗେ ପହଁରଲାୟନି |
ଭାବେ , ଡାକେ , ଛାଚଣ୍‌ ଉପରେ ଉଡ଼ିଉଡ଼ି ମାଉସ୍‌ ଖାୟସି ।
ସରଗେ , ସର୍ଗେ ,  ପାରୁଆ ମନ୍‌ ଭାଡ଼ି ଲଗେ ଘୁଁଘୁଁ ହେଲାୟନି |
ପେଚା , କୁମା ,  ମୁନ୍‌ଗା ଗଚେ ମୁନ୍‌ଗା ହେଲାଆଚେ |
ମୟୂର ,  ମଜୁର , ବାଲୁ କମ୍‌ନେ ରେଇସି |
ଅଣ୍ଡିରା କୁକୁଡ଼ା , ଗାଞ୍ଜା ,  ବାଗ୍‌ ଲୋକକେ ଖାଯସେ |
ଶୁଆ , ରୁପୁ ,  ବର୍ଗଛ ଦେଖ୍ବାକେ ଭୁତେକ୍‌ ବଡ଼ଟା |
କାଉ , କାଉ , ରାମର୍‌ ଛାଉନୀ ପିରି ଆଚେ।
ବତକ , ହଁସ୍‌ ,  ତାଲ୍ଗଛେ ତାଲ୍‌ ଫଲ୍‌ ଫଲ୍ଲା ଆଟେ |
ଚିଲ ,  ଛାଚଣ୍‌ , ବାଡ଼େ ଜନା ବୁନ୍‌ଲି ଆଟଚେ।
ପାରା , ପାରୁଆ ,  କରେଣ୍ଢ ତାର୍‌ ଲଗେ ଲାଇଟ ଲାଗସି।
ସଜନା ଗଛ , ମୁନଗା ଗଛ ,  ବାଦ୍ଲ ଲଗେବେଲ୍‌ ଆଚେ |
ଭାଲୁ , ବାଲୁ ,  ଟଟ୍‌୍ରୀ ଲଗେ ଚିପ୍ଲେ ମର୍‌ ବାର୍‌ ହେସି |
ବାଘ , ବାଗ ,  ଆୟ ଖାତାଲଗେ ଗିରା ଟାନ୍‌ଲାନି ।
ବରଗଛ , ବରଗଛ , ମରିଚ ବଡ଼େ ରାଗ୍‌ ଲାଗସି ।
ଚାଳଘର , ପିରିଘର , ଆୟ ଭାତ୍‌ ଖାଯଲା |
ତାଳଗଛ , ତାଲ୍‌ଗଛ ,  କୁଲାଲଗେ ଚାଉଲ୍‌ ଫୁନ୍ବାର୍‌|
ବାଡ଼ , ବାଡ଼ ,  କାନେ ଭଲମଦ୍‌ ସବୁ କାତା ଶୁନ୍ବାର |
ବିଜୁଳି ତାର , କରେଣ୍ତ ତାର ,  ପାଦେ ହିଣିକରି ଯିବାର୍‌ ହେସି |
ମେଘ ପାଖକୁ ,  ବାଦଲ ଲଗେ ,  ଆଖ୍‌ ଲଗେ ଦେଖଲେ ସରି ସବୁ ଦିଶଲାନି |
ବେକ , ଟଟ୍‌ରୀ ,  ମକେ ଦୁଇଟା ପେନ୍‌ ଆଚେ |
ଗାର , ଗିରା ,  ସାନ୍ଟା ପିଲା ଗଟେକ୍‌ ଏବେ ଏବେ ରାଙ୍କ୍ଲାନି |
ରାଗ , ମରିଚ ,  ବିଲଥାନେ ସାପ୍‌ଆରି ମୂଷା ରେବାୟ |
ଖାଇବା , ଖାଇବା ,  ଘର କରି କରି ନର୍‌ ଲୋକ୍‌ ରେବାୟ |
କୁଲା , କୁଲା ,"  ମୁହଲଗେ ନାକ, ଆଖ୍‌ କାନ୍‌ ପାଟି ଆଚେ |"
କାନ , କାନ୍‌ ,  ମୁନୁଷ ମନ୍କେ ମେଶ୍‌ ରେସି |
ପାଦ , ପାଦ ,  ଆଜି ଆମର୍‌ ଦିଦି ପାଠ ପଡାୟ ବାକେ ଆଯସି |
ଦିଶେ , ଦିଶ୍‌ଲାନି ,  ଆଜି ଆମର୍‌ ସାର୍‌ କେତେକ୍‌ ଜିନିଷ ଦେକାୟଲାଏ|
ଦୁଇ , ଦୁଇଟା , ଦୁଇଟା ସାଙ୍ଗ ମିଶି କରି ଗୀତ ଗାୟଲାୟନି।
ଛୋଟ , ସାନ୍‌ , ବାଡ଼୍‌ ଲଗେ ଜବ୍ର ଆମ୍‌ ଫଲ୍ଲା ଆଚେ |
ଗାତ , ବିଲ୍‌ , ସାର୍‌ ଆମର୍‌ ଘରେ ଆଜି ଯୁ |
ଘର , ଘର , ପିଲାମନ୍‌ ମାଷ୍େରର୍‌ କାତା ଶୁନ୍‌ ଲାୟନି |
ମୁହଁରେ , ମୁଁଲଗେ , ଡରିଗାଲାୟ ପିଲାମନ୍‌ ବାଲୁକେ ଦେଖ୍‌ କରି ଜିବର ଡର୍‌ଲାୟ |
ନିଶ , ମେଶ ,  ଏମନେ ବଡ଼େ ସୁନ୍ଦର କାତା କୟଲାୟନିା
ଆସେ , ଆୟସି ,  ଆଜି ଆମ୍‌ର ଗାର୍ଯେ ମେଣ୍ଡା ଗଟେକ୍‌ କାଟବାୟ |
ଜିନିଷ , ଜିନିଷ , ଆଜି ଜବ୍‌ର ପାନି ମାର୍ଲାନୀ |
ଦୁଇସାଇ୍ଁଇ , ଦୁଇଟା ସାଙ୍ଗ , ଆଜି ଇସୁଲେ ମାଷ୍ଟେର ମନ୍‌ କାୟଟା କରାୟବାୟ |
ବଗିଚା , ବାଡ଼ , ଆଜି ଗତିଆ ଲୋକ୍‌ କମିତି ଶୟବାଯ |
ଚାଲ , ଯୁ , ପାକ୍ନା ଲଗେ ଲୁଗା ପାଚିଆ ଧୟବାର୍‌ |
କଥା ଶୁଣିଲେ , କାତା ଶୁନଲାୟନ ,  ସରପଞ୍ଚ ବାବୁ ଆମର୍‌ ଘରେ ଖେଟଲା ଆଚେ |
ଡରି , ଗଲେ , ସର୍ତେ କାତା ମକେ କୟଲା|
